 1.2700 ; 7.7256 ; -2.3073
 1.2800 ; 7.7787 ; -2.3290
 1.2900 ; 7.8318 ; -2.3508
 1.3000 ; 7.8849 ; -2.3725
 1.3100 ; 7.9381 ; -2.3943
 1.3200 ; 7.9912 ; -2.4160
 1.3300 ; 8.0443 ; -2.4378
 1.3400 ; 8.0974 ; -2.4595
 1.3500 ; 8.1505 ; -2.4813
 1.3600 ; 8.2035 ; -2.5030
 1.3700 ; 8.2566 ; -2.5248
 1.3800 ; 8.3097 ; -2.5466
 1.3900 ; 8.3628 ; -2.5683
 1.4000 ; 8.4159 ; -2.5901
 1.4100 ; 8.4689 ; -2.6119
 1.4200 ; 8.5220 ; -2.6336
 1.4300 ; 8.5751 ; -2.6554
 1.4400 ; 8.6281 ; -2.6772
 1.4500 ; 8.6812 ; -2.6989
 1.4600 ; 8.7342 ; -2.7207
 1.4700 ; 8.7873 ; -2.7425
 1.4800 ; 8.8404 ; -2.7643
 1.4900 ; 8.8934 ; -2.7860
 1.5000 ; 8.9464 ; -2.8078
 1.5100 ; 8.9995 ; -2.8296
 1.5200 ; 9.0525 ; -2.8514
 1.5300 ; 9.1056 ; -2.8732
 1.5400 ; 9.1586 ; -2.8949
 1.5500 ; 9.2117 ; -2.9167
 1.5600 ; 9.2647 ; -2.9385
 1.5700 ; 9.3177 ; -2.9603
 1.5800 ; 9.3708 ; -2.9821
 1.5900 ; 9.4238 ; -3.0039
 1.6000 ; 9.4768 ; -3.0256
 1.6100 ; 9.5298 ; -3.0474
 1.6200 ; 9.5829 ; -3.0692
 1.6300 ; 9.6359 ; -3.0910
 1.6400 ; 9.6889 ; -3.1128
 1.6500 ; 9.7419 ; -3.1346
 1.6600 ; 9.7950 ; -3.1564
 1.6700 ; 9.8480 ; -3.1782
 1.6800 ; 9.9010 ; -3.2000
 1.6900 ; 9.9540 ; -3.2217
 1.7000 ; 10.0071 ; -3.2435
 1.7100 ; 10.0601 ; -3.2653
 1.7200 ; 10.1131 ; -3.2871
 1.7300 ; 10.1661 ; -3.3089
 1.7400 ; 10.2191 ; -3.3307
 1.7500 ; 10.2721 ; -3.3525
 1.7600 ; 10.3251 ; -3.3743
 1.7700 ; 10.3782 ; -3.3961
 1.7800 ; 10.4312 ; -3.4179
 1.7900 ; 10.4842 ; -3.4397
 1.8000 ; 10.5372 ; -3.4615
 1.8100 ; 10.5902 ; -3.4833
